93	[Super Ironleaf]	[超鉄千輪]
94	[4-Leaf Clover]	[四つ葉のクローバー]
95	[Great 4-Leaf Clover]	[四つ葉の大クローバー]
96	[Fireflower]	[野之花火]
97	[Big Fireflower]	[おおきな野之花火]
98	[Green Crystal]	[緑水晶]
99	[Big Green Crystal]	[おおきな緑水晶]
100	[Noel Grass]	[ツリー草]
101	[Large Noel Grass]	[ラージツリー草]
102	[Autumn Grass]	[花紅葉]
103	[Big Autumn Grass]	[大花紅葉]
104	[Pom-Pom Grass]	[タンポイズン]
105	[King Pom-Pom Grass]	[キングタンポイズン]
106	[Red Crystal]	[赤水晶]
107	[Big Red Crystal]	[おおきな赤水晶]
108	[White Crystal]	[白水晶]
109	[Big White Crystal]	[おおきな白水晶]
110	[Ayngondaia Lawn]	[シナナサ草]
111	[The Protein]	[ザ・プロテイン]
112	[Intelligencer]	[知力のサプリメント]
113	[Vital Gummi]	[バイタルグミ]
114	[Heart Drink]	[ハートドリンク]
115	[Antidote Potion]	[サッパリポイズン]
116	[Para-Gone]	[マヒロン]
117	[Roundoff]	[ペラペラ丸]
118	[Cold Medicine]	[カゼグスリ]
119	[Formuade]	[超栄水]
120	[Love Potion]	[ラブ飲みドリンク]
121	[Invinciroid]	[無敵の秘薬]
122	[Leveliser]	[トロピカルーン]
123	[Heavy Spice]	[ヘビースパイス]
124	[Sweet Powder]	[スイートパウダー]
125	[Sour Drop]	[サワードロップ]
126	[Mixed Herbs]	[ミックスハーブ]
127	[Recovery Potion]	[回復のポット]
128	[Healing Potion]	[いやしのポット]
129	[Mystery Potion]	[神秘のポット]
130	[Magical Potion]	[魔宝のポット]
131	[Object X]	[物体X]
132	[Failed Dish]	[失敗作]
133	[Disastrous Dish]	[超失敗作]
134	[Trout Sashimi]	[アマゴのおさしみ]
135	[Char Sashimi]	[イワナのおさしみ]
136	[Rainbow Sashimi]	[ドクニジマスさし]
137	[Salmon Sashimi]	[サケのおさしみ]
138	[Cherry Sashimi]	[ヤマメのおさしみ]
139	[Taimen Sashimi]	[イトウのおさしみ]
140	[Snapper Sashimi]	[タイのおさしみ]
141	[Glitter Sashimi]	[カガヤクおさしみ]
142	[Lover Sashimi]	[トキメクおさしみ]
143	[Girella Sashimi]	[メジナのおさしみ]
144	[Skipjack Sashimi]	[カツオのおさしみ]
145	[Yellowtail Sashimi]	[ブリのおさしみ]
146	[Tuna Sashimi]	[大トロ]
147	[Sardine Sashimi]	[イワシのおさしみ]
148	[Needlefish Sashimi]	[サヨリのおさしみ]
149	[Pike Sashimi]	[サンマのおさしみ]
150	[Flounder Sashimi]	[ヒラメのおさしみ]
151	[Turbot Sashimi]	[カレイのおさしみ]
152	[Fall Sashimi]	[色づくおさしみ]
153	[Squid Sashimi]	[イカさし]
154	[Sunsquid Sashimi]	[ジャマイカさし]
155	[Lamp Squid Sashimi]	[フーインイカさし]
156	[Blowfish Sashimi]	[フグさし]
157	[Lobster Sashimi]	[ロブスターのおさしみ]
158	[Shrimp Sashimi]	[エビのおさしみ]
159	[Fried Veggies]	[野菜いため]
160	[Fried Rice]	[チャーハン]
161	[Cabbage Cakes]	[お好み焼き]
162	[French Fries]	[フライドポテト]
163	[Croquettes]	[コロッケ]
164	[Popcorn]	[ポップコーン]
165	[Corn Cereal]	[コーンフレーク]
166	[Miso Eggplant]	[なす田楽]
167	[Fried Eggs]	[卵焼き]
168	[Omelet]	[オムレツ]
169	[Omelet Rice]	[オムライス]
170	[Baked Apple]	[焼きりんご]
171	[Curry Bread]	[カレーパン]
172	[French Toast]	[フレンチトースト]
173	[Donut]	[ドーナツ]
174	[Fried Udon]	[焼きうどん]
175	[Tempura]	[天ぷら]
176	[Pancakes]	[ホットケーキ]
177	[Gyoza]	[ぎょうざ]
178	[Risotto]	[リゾット]
179	[Dry Curry]	[ドライカレー]
180	[Salted Masu Trout]	[アマゴの塩焼き]
181	[Salted Char]	[イワナの塩焼き]
182	[Salted R. Trout]	[焼きドクニジマス]
183	[Salted C. Salmon]	[ヤマメの塩焼き]
184	[Salted Chub]	[ウグイの塩焼き]
185	[Salted Salmon]	[塩ジャケ]
186	[Salted Taimen]	[イトウの姿焼き]
187	[Grilled C. Carp]	[ヘラブナの姿焼き]
188	[Grilled Gibelio]	[ギンブナの姿焼き]
189	[Grilled Snapper]	[タイの焼きもの]
190	[Grilled Girella]	[メジナの塩焼き]
191	[Grilled G. Snapper]	[焼きカガヤキタイ]
192	[Grilled L. Snapper]	[焼きトキメキタイ]
193	[Grilled Skipjack]	[土佐造り]
194	[Grilled Mackerel]	[焼きサバ]
195	[Grilled Yellowtail]	[ブリの照り焼き]
196	[Salted Pond Smelt]	[ワカサギの塩焼き]
197	[Tuna Teriyaki]	[マグロの照り焼き]
198	[Dried Sardines]	[めざし]
199	[Grilled Needlefish]	[サヨリの塩焼き]
200	[Salted Pike]	[サンマの塩焼き]
201	[Grilled Flounder]	[焼きヒラメ]
202	[Grilled Turbot]	[焼きカレイ]
203	[Grilled F.Flounder]	[焼き紅葉]
204	[Grilled Squid]	[焼きイカ]
205	[Grilled Sunsquid]	[焼きジャマイカ]
206	[Grilled Lamp Squid]	[焼きフーイン]
207	[Grilled Blowfish]	[焼きフグ]
208	[Grilled Lobster]	[ロブスターの姿焼き]
209	[Grilled Shrimp]	[エビの姿焼き]
210	[Grilled S.Flounder]	[焼き砂ヒラメ]
211	[Hot Milk]	[ホットミルク]
212	[Hot Chocolate]	[ホットチョコレート]
213	[Grape Liqueur]	[ぶどう酒]
214	[Boiled Pumpkin]	[かぼちゃの煮つけ]
215	[Boiled Spinach]	[おひたし]
216	[Boiled Egg]	[ゆでタマゴ]
217	[Glazed Yam]	[大学いも]
218	[Boiled Gyoza]	[水ぎょうざ]
219	[Strawberry Jam]	[いちごジャム]
220	[Apple Jam]	[りんごジャム]
221	[Grape Jam]	[ぶどうジャム]
222	[Marmalade]	[オレンジマーマレード]
223	[Cheese Fondue]	[チーズフォンデュ]
224	[Udon]	[うどん]
225	[Curry Udon]	[カレーうどん]
226	[Tempura Udon]	[天ぷらうどん]
227	[Rice Porridge]	[おかゆ]
228	[Milk Porridge]	[牛乳がゆ]
229	[Tempura Bowl]	[天どん]
230	[Egg Bowl]	[たまごどん]
231	[Stew]	[シチュー]
232	[Curry Rice]	[カレーライス]
233	[Ultimate Curry]	[究極のカレー]
234	[Royal Curry]	[至高のカレー]
235	[Relax Tea]	[リラックスティー]
236	[Grilled Miso]	[みそ田楽]
237	[Union Stew]	[寄せ鍋]
238	[Rockfish Stew]	[岩石魚の煮付け]
239	[Corn on the Cob]	[焼きとうもろこし]
240	[Baked Onigiri]	[焼きおにぎり]
241	[Sweet Potato]	[焼きいも]
242	[Toast]	[トースト]
243	[Jam Roll]	[ジャムパン]
244	[Butter Roll]	[バターロール]
245	[Pizza]	[ピザ]
246	[Seafood Pizza]	[シーフードピザ]
247	[Doria]	[ドリア]
248	[Seafood Doria]	[シーフードドリア]
249	[Gratin]	[グラタン]
250	[Seafood Gratin]	[シーフードグラタン]
251	[Yam of the Ages]	[スイートポテト]
252	[Cookie]	[クッキー]
253	[Choco Cookie]	[チョコクッキー]
254	[Cake]	[ケーキ]
255	[Chocolate Cake]	[チョコレートケーキ]
256	[Cheesecake]	[チーズケーキ]
257	[Apple Pie]	[アップルパイ]
258	[Pineapple Juice]	[パインジュース]
259	[Tomato Juice]	[トマトジュース]
260	[Grape Juice]	[ぶどうジュース]
261	[Orange Juice]	[オレンジジュース]
262	[Apple Juice]	[りんごジュース]
263	[Strawberry Milk]	[いちご牛乳]
264	[Fruit Juice]	[フルーツジュース]
265	[Fruit Smoothie]	[フルーツ・オ・レ]
266	[Vegetable Juice]	[野菜ジュース]
267	[Veggie Smoothie]	[野菜・オ・レ]
268	[Mixed Juice]	[ミックスジュース]
269	[Mixed Smoothie]	[ミックス・オ・レ]
270	[Ketchup]	[ケチャップ]
271	[Butter]	[バター]
272	[Gold Juice]	[ゴールドジュース]
273	[Prelude to Love]	[恋の予感]
274	[Hot Juice]	[ホットジュース]
275	[Steamed Bread]	[むしパン]
276	[Cheese Bread]	[チーズむしパン]
277	[Meat Dumpling]	[しゅうまい]
278	[Chinese Manju]	[中華まん]
279	[Curry Manju]	[カレーまん]
280	[Steamed Gyoza]	[むしぎょうざ]
281	[Pound Cake]	[むしカステラ]
282	[Chocolate Sponge]	[むしチョコケーキ]
283	[Flan]	[プリン]
284	[Pumpkin Flan]	[かぼちゃプリン]
285	[Dumplings]	[だんご]
286	[Salad]	[サラダ]
287	[Sandwich]	[サンドウィッチ]
288	[Fruit Sandwich]	[フルーツサンド]
289	[Pickled Turnip]	[かぶの酢漬け]
290	[Pickles]	[きゅうりの酢漬け]
291	[Bamboo Rice]	[たけのこごはん]
292	[Raisin Bread]	[ぶどうパン]
293	[Ice Cream]	[アイスクリーム]
294	[Relax Tea Leaves]	[リラックス茶の葉]
295	[Onigiri]	[おにぎり]
296	[Bread]	[パン]
297	[Salmon Onigiri]	[鮭のおにぎり]
298	[Pickle Mix]	[カブの紅白漬け]
299	[Turnip Heaven]	[カブヘブン]
300	[Rice]	[ごはん]
301	[Chocolate]	[チョコレート]
302	[Wine]	[ワイン]
303	[Elli Leaves]	[エリ草]
304	[Milk (S)]	[牛乳]
305	[Milk (M)]	[良い牛乳]
306	[Milk (L)]	[カルシウム満点牛乳]
307	[Egg (S)]	[卵]
308	[Egg (M)]	[良い卵]
309	[Egg (L)]	[毎日ケンコー卵]
310	[Mayonnaise]	[マヨネーズ]
311	[Cheese]	[チーズ]
312	[Yogurt]	[ヨーグルト]
313	[Honey]	[ハチミツ]
314	[Flour]	[小麦粉]
315	[Oil]	[油]
316	[Curry Powder]	[カレー粉]
317	[Rice Flour]	[だんご粉]
318	[Medicine Bread]	[薬学レシピパン]
319	[Medicine Bread+]	[薬学上級レシピパン]
320	[Cooking Bread]	[料理レシピパン]
321	[Cooking Bread+]	[料理上級レシピパン]
322	[Weapon Bread]	[武器レシピパン]
323	[Weapon Bread+]	[武器上級レシピパン]
324	[Accessory Bread]	[装飾レシピパン]
325	[Accessory Bread+]	[装飾上級レシピパン]
326	[Farming Bread]	[農具レシピパン]
327	[Farming Bread+]	[農具上級レシピパン]
328	[Broadsword]	[ブロードソード]
329	[Steel Sword]	[スティールソード]
330	[Wind Sword]	[ウィンドソード]
331	[Aqua Sword]	[アクアソード]
332	[Defender]	[ディフェンダー]
333	[Aerial Blade]	[エリアルブレード]
334	[Burning Sword]	[バーニングソード]
335	[Sakura]	[紅桜]
336	[Luck Blade]	[ラックブレード]
337	[Platinum Sword]	[プラチナソード]
338	[Raventine]	[レーヴァンテイン]
339	[Icifier]	[デスジュラード]
340	[Soul Eater]	[ソウルイーター]
341	[Smash Blade]	[スマッシュブレード]
342	[Dragon Slayer]	[ドラグスレイヤー]
343	[Sunspot]	[サンスパーダ]
344	[Star Saber]	[スターセイバー]
345	[Gaia Sword]	[ガイアソード]
346	[Grantale]	[グランテール]
347	[Chaos Blade]	[カオスブレード]
348	[Rune Blade]	[ルーンブレード]
349	[Steel Sword+]	[スティールソード改]
350	[Platinum Sword+]	[プラチナソード改]
351	[Cutlass]	[カトラス]
352	[Back Scratcher]	[まごの手]
353	[Durendal]	[デュランダル]
354	[Gladius]	[グラディウス]
355	[Gorgeous Sword]	[ゴージャスソード]
356	[Spoon]	[スプーン]
357	[Rune Legend]	[レジェンドオブルーン]
358	[Snakesword]	[スネークソード]
359	[Veggieblade]	[ベジタブレード]
360	[Invisiblade]	[インビジブレード]
361	[Plant Sword]	[剣草のつるぎ]
362	[Claymore]	[クレイモア]
363	[Zweihaender]	[ツーハンドソード]
364	[Flame Saber]	[フレイムセイバー]
365	[Cyclone Blade]	[サイクロンブレード]
366	[Dancing Dicer]	[斬々舞]
367	[Great Sword]	[グレートソード]
368	[Heaven Asunder]	[天ノ村雲ノ剣]
369	[Grand Smasher]	[グランドスマッシャー]
370	[Blue-Eyed Blade]	[蒼眼ノ太刀]
371	[Poison Blade]	[ポイズンブレード]
372	[Steel Slicer]	[名刀達刃]
373	[Flamberge]	[フランベルジュ]
374	[Shine Blade]	[シャインブレード]
375	[Earth Shade]	[アースシェイド]
376	[Bio Smasher]	[バイオスマッシャー]
377	[Punisher]	[パニッシャー]
378	[Sea Cutter]	[シーカッター]
379	[Volcanon]	[ボルカノン]
380	[Snow Crown]	[スノークラウン]
381	[Moon Shadow]	[月影]
382	[Force Element]	[フォースエレメント]
383	[Zweihaender+]	[ツーハンドソード改]
384	[Flamberge+]	[フランベルジュ改]
385	[Katzbalger]	[カッツバルケル]
386	[Big Knife]	[ビッグナイフ]
387	[Katana]	[太刀]
388	[Balmung]	[バルムンク]
389	[Psycho]	[サイコ]
390	[Dekash]	[デカッシュ]
391	[Braveheart]	[ブレイブハート]
392	[Belzebuth]	[ベルゼビュート]
393	[Daicone]	[ダーイコーン]
394	[Caliburn]	[カリバーン]
395	[Orochi]	[オロチ]
396	[Spear]	[スピア]
397	[Lance]	[ランス]
398	[Needle Spear]	[ニードルスピア]
399	[Halberd]	[ハルバード]
400	[Water Spear]	[ウォータースピア]
401	[Blood Lance]	[ブラッドランス]
402	[Wood Staff]	[こんぼう]
403	[Poison Spear]	[ポイズンスピア]
404	[Corsesca]	[コルセスカ]
405	[Silent Grave]	[サイレントグレイブ]
406	[Flare Lance]	[フレアランス]
407	[Heavy Lance]	[ヘヴィランス]
408	[Iceberg]	[イセベルグ]
409	[Metus]	[メトゥス]
410	[Monk Staff]	[如意棒]
411	[Overbreak]	[オーバーブレイク]
412	[Brionac]	[ブリューナク]
413	[Feather Lance]	[フェザーランス]
414	[Belvarose]	[ベルヴァロース]
415	[Bjor]	[ピオール]
416	[Gungnir]	[グングニル]
417	[Lance+]	[ランス改]
418	[Corsesca+]	[コルセスカ改]
419	[Trident]	[トライデント]
420	[Pitchfork]	[ピッチフォーク]
421	[Dragon's Fang]	[竜の牙]
422	[Gae Bolg]	[ゲイボルグ]
423	[Magical Lance]	[マジカルランス]
424	[Safety Lance]	[痛くなさそうな槍]
425	[Legion]	[レギオン]
426	[Poison Queen]	[ポイズンクイーン]
427	[Pine Club]	[パイナ棒]
428	[Fivestaff]	[五節昆]
429	[Battle Hammer]	[バトルハンマー]
430	[War Hammer]	[ウォーハンマー]
431	[Great Hammer]	[グレートハンマー]
432	[Schnabel]	[シュナーベル]
433	[Gigant Hammer]	[ギガントハンマー]
434	[Mjolnir]	[ミョルニル]
435	[Spiked Hammer]	[スパイクハンマー]
436	[Flame Hammer]	[フレイムハンマー]
437	[Ice Hammer]	[アイスハンマー]
438	[Sky Hammer]	[スカイハンマー]
439	[Graviton Hammer]	[グラヴィトンハンマー]
440	[Bone Hammer]	[ボーンハンマー]
441	[Crystal Hammer]	[クリスタルハンマー]
442	[War Hammer+]	[ウォーハンマー改]
443	[Gigant Hammer+]	[ギガントハンマー改]
444	[Hammer]	[目覚めたボロハンマー]
445	[Toy Hammer]	[ピコピコハンマー]
446	[Fatal Crush]	[フェイタルクラッシュ]
447	[Strong Stone]	[力石]
448	[Kongo]	[金剛]
449	[Bat]	[カッキーン]
450	[Iron Bat]	[アイアンカッキーン]
451	[Splash Star]	[スプラッシュスター]
452	[Battle Axe]	[バトルアックス]
453	[Pole Axe]	[ポールアックス]
454	[Alldale]	[オールデール]
455	[Great Axe]	[グレートアックス]
456	[Demon Axe]	[デモンズアックス]
457	[Crescent Axe]	[クレセントアックス]
458	[Executioner]	[エクスキューショナー]
459	[Heat Axe]	[ヒートアックス]
460	[Frost Axe]	[フロストアックス]
461	[Tomahawk]	[トマホーク]
462	[Rock Axe]	[ロックアックス]
463	[Double Edge]	[ダブルエッジ]
464	[Saint Axe]	[セイントアックス]
465	[Pole Axe+]	[ポールアックス改]
466	[Crescent Axe+]	[クレセントアックス改]
467	[Axe]	[本気なボロのオノ]
468	[Lollipop]	[ぺろぺろキャンディー]
469	[Battle Scythe]	[バトルサイズ]
470	[Basilisk Fang]	[バジリスクファング]
471	[Devil Finger]	[デビルフィンガー]
472	[Rod]	[ロッド]
473	[Staff]	[スタッフ]
474	[Silver Staff]	[シルバーロッド]
475	[Flare Staff]	[フレアロッド]
476	[Ice Staff]	[アイスロッド]
477	[Lightning Wand]	[ライトニングワンド]
478	[Earth Staff]	[アースワンド]
479	[Wizard's Staff]	[ウィザードスタッフ]
480	[Mage's Staff]	[マジックステッキ]
481	[Rune Staff]	[ルーンスタッフ]
482	[Mage's Staff+]	[マジカルステッキ]
483	[Magic Broom]	[魔法のほうき]
484	[Basket]	[バスケット]
485	[Magic Shot]	[魔法の注射器]
486	[Hell Branch]	[ヘルブランチ]
487	[Crimson Staff]	[クリムゾンステッキ]
488	[Bubble Staff]	[バブルスタッフ]
489	[Gaia Rod]	[ガイアロッド]
490	[Shooting Star Staff]	[星降る杖]
491	[Cyclone Rod]	[サイクロンロッド]
492	[Storm Wand]	[ストームワンド]
493	[Ruby Rod]	[ルビーロッド]
494	[Emerald Rod]	[エメラルドロッド]
495	[Sapphire Rod]	[サファイアロッド]
496	[Amethyst Rod]	[アメジストロッド]
497	[Aquamarine Rod]	[アクアマリンロッド]
498	[Diamond Rod]	[ダイヤモンドロッド]
499	[Friendly Rod]	[なかよしロッド]
500	[Love-Love Rod]	[ラブラブロッド]
501	[Sorcerer's Wand]	[賢者の杖]
502	[Hell Curse]	[ヘルカース]
503	[Algernon]	[アルジャーノン]
504	[Golden Turnip Staff]	[金のカブの杖]
505	[Sweet Potato Staff]	[やきいもの杖]
506	[Elvish Harp]	[エルフのハープ]
507	[Syringe]	[注射器]
508	[Short Dagger]	[ショートダガー]
509	[Steel Edge]	[スティールエッジ]
510	[Wind Edge]	[ウィンドエッジ]
511	[Frost Edge]	[フロストエッジ]
512	[Steel Katana]	[斬鋼刃]
513	[Sonic Dagger]	[ソニックダガー]
514	[Salamander]	[サラマンダー]
515	[Twin Blade]	[双鬼丸]
516	[Rampage]	[ランペイジ]
517	[Platinum Edge]	[プラチナエッジ]
518	[Efreet]	[イフリート]
519	[Deep Blizzard]	[ディープブリザード]
520	[Dark Invitation]	[インバイトダクネス]
521	[Force Divide]	[フォースディバイド]
522	[Dragoon Claw]	[ドラグーンクロー]
523	[Heart Fire]	[ハードオブファイア]
524	[Desert Wind]	[デザートウィンド]
525	[Broken Wall]	[ブロークンウォール]
526	[Orcus Sword]	[オルクスソード]
527	[Chaos Edge]	[カオスエッジ]
528	[Rune Edge]	[ルーンエッジ]
529	[Iron Edge]	[アイアンエッジ]
530	[Emerald Edge]	[エメラルドエッジ]
531	[Thief Knife]	[シーフナイフ]
532	[Double Scratch]	[ダブルまごの手]
533	[Priest Saber]	[プリーストセイバー]
534	[Earnest Edge]	[アーネストエッジ]
535	[Gorgeous Lx]	[ベリーゴージャス]
536	[Acutorimass]	[アクトリマッセ]
537	[Twin Leeks]	[ツインネッギ]
538	[Twin Justice]	[ツインジャスティス]
539	[Leather Gloves]	[レザーグローブ]
540	[Brass Knuckles]	[ナックルダスター]
541	[Kote]	[籠手]
542	[Bear Claws]	[ベアークロー]
543	[Fists of Fire]	[炎の拳]
544	[Fists of Water]	[水の拳]
545	[Fists of Wind]	[風の拳]
546	[Fists of the Earth]	[土の拳]
547	[Fists of Light]	[光の拳]
548	[Fists of Dark]	[闇の拳]
549	[Gloves]	[グローブ]
550	[Cat Punch]	[ネコパンチ]
551	[Dragon Claws]	[竜の爪]
552	[Animal Puppets]	[パペットパペット]
553	[Ironleaf Fists]	[鉄千拳]
554	[Golem Punch]	[ゴーレムパンチ]
555	[Hand of God]	[神の手]
556	[Caestus]	[セスタス]
557	[Bazal Katar]	[バザルカタール]
558	[Fenrir]	[フローズヴィトニル]
559	[Cheap Hoe]	[ボロのクワ]
560	[Sturdy Hoe]	[丈夫なクワ]
561	[Seasoned Hoe]	[熟練のクワ]
562	[Shiny Hoe]	[輝きのクワ]
563	[Blessed Hoe]	[喜びのクワ]
564	[Cheap Waterpot]	[ボロのじょうろ]
565	[Tin Waterpot]	[ブリキのじょうろ]
566	[Lion Waterpot]	[獅子のじょうろ]
567	[Rainbow Waterpot]	[虹のじょうろ]
568	[Joy Waterpot]	[幸せのじょうろ]
569	[Cheap Sickle]	[ボロのカマ]
570	[Iron Sickle]	[草刈りのカマ]
571	[Quality Sickle]	[上物のカマ]
572	[Super Sickle]	[業物のカマ]
573	[Legendary Sickle]	[名工カマイタチ]
574	[Cheap Hammer]	[ボロハンマー]
575	[Iron Hammer]	[ブロンズハンマー]
576	[Silver Hammer]	[シルバーハンマー]
577	[Golden Hammer]	[ゴールデンハンマー]
578	[Platinum Hammer]	[プラチナム]
579	[Cheap Axe]	[ボロのオノ]
580	[Chopping Axe]	[まき割りのオノ]
581	[Lumber Axe]	[伐採のオノ]
582	[Mountain Axe]	[山守のオノ]
583	[Miracle Axe]	[奇跡のオノ]
584	[Cheap Pole]	[ボロの釣竿]
585	[Beginner's Pole]	[初心者の釣竿]
586	[Skilled Pole]	[中級者の釣竿]
587	[Famous Pole]	[名人の釣竿]
588	[Sacred Pole]	[御神木の釣竿]
589	[Small Shield]	[スモールシールド]
590	[Iron Shield]	[アイアンシールド]
591	[Round Shield]	[ラウンドシールド]
592	[Platinum Shield]	[プラチナシールド]
593	[Heavy Shield]	[ヘヴィシールド]
594	[Knight Shield]	[ナイトシールド]
595	[Rune Shield]	[ルーンシールド]
596	[Magic Shield]	[マジックシールド]
597	[Prism Shield]	[プリズムシールド]
598	[Element Shield]	[エレメンタルシールド]
599	[Chaos Shield]	[カオスシールド]
600	[Turtle Shield]	[タートルシールド]
601	[Bone Shield]	[ボーンシールド]
602	[Kite Shield]	[カイトシールド]
603	[Magical Shield]	[マジカルシールド]
604	[Monkey Plush]	[さるのぬいぐるみ]
605	[Umbrella]	[かさ]
606	[Magic Plant Shield]	[鋼身花の盾]
607	[Aquamarine Ring]	[アクアマリンの指輪]
608	[Amethyst Ring]	[アメジストの指輪]
609	[Emerald Ring]	[エメラルドの指輪]
610	[Sapphire Ring]	[サファイアの指輪]
611	[Diamond Ring]	[ダイヤモンドの指輪]
612	[Ruby Ring]	[ルビーの指輪]
613	[Happy Ring]	[幸せの指輪]
614	[Cursed Ring]	[闇の指輪]
615	[Fire Ring]	[火の指輪]
616	[Wind Ring]	[風の指輪]
617	[Water Ring]	[水の指輪]
618	[Earth Ring]	[地の指輪]
619	[Silver Ring]	[シルバーリング]
620	[Gold Ring]	[ゴールドリング]
621	[Platinum Ring]	[プラチナリング]
622	[Critical Ring]	[クリティカルリング]
623	[Silent Ring]	[サイレントリング]
624	[Paralysis Ring]	[パラライズリング]
625	[Poison Ring]	[ポイズンリング]
626	[Magic Ring]	[マジックリング]
627	[Cheap Bracelet]	[安物の腕輪]
628	[Bronze Bracelet]	[銅の腕輪]
629	[Silver Bracelet]	[銀の腕輪]
630	[Gold Bracelet]	[金の腕輪]
631	[Platinum Bracelet]	[プラチナの腕輪]
632	[Aquamarine Brooch]	[アクアマリンブローチ]
633	[Amethyst Brooch]	[アメジストブローチ]
634	[Emerald Brooch]	[エメラルドブローチ]
635	[Sapphire Brooch]	[サファイアブローチ]
636	[Diamond Brooch]	[ダイヤモンドブローチ]
637	[Ruby Brooch]	[ルビーブローチ]
638	[Silver Pendant]	[シルバーペンダント]
639	[Heart Pendant]	[ハートのペンダント]
640	[Star Pendant]	[星のペンダント]
641	[Sun Pendant]	[太陽のペンダント]
642	[Field Pendant]	[草原のペンダント]
643	[Dew Pendant]	[雫のペンダント]
644	[Earth Pendant]	[大地のペンダント]
645	[Holy Amulet]	[ホーリーアミュレット]
646	[Charm]	[お守り]
647	[Leather Belt]	[皮のベルト]
648	[Lucky Strike]	[クリティカセブン]
649	[Talisman]	[タリスマン]
650	[Champ Belt]	[チャンピオンベルト]
651	[Gloves]	[丈夫な手袋]
652	[Work Gloves]	[がんばり屋の軍手]
653	[Badge]	[おまけのバッヂ]
654	[Power Gloves]	[パワーグローブ]
