491	2157	3007	0	0	0
492	3011	3003	0	0	0
493	2154	3011	3003	0	0
494	2155	3011	3003	0	0
495	2156	3011	3003	0	0
496	2157	3011	3003	0	0
497	3000	3003	0	0	0
498	2154	3003	0	0	0
499	2155	3003	0	0	0
500	2156	3003	0	0	0
501	2157	3003	0	0	0
502	3003	3006	0	0	0
503	2154	3003	3006	0	0
504	2155	3003	3006	0	0
505	2156	3003	3006	0	0
506	2157	3003	3006	0	0
507	2349	2176	2197	2324	0
508	2247	3004	3004	0	0
509	3000	0	0	0	0
510	2152	2152	0	0	0
511	2154	0	0	0	0
512	2334	2154	3001	0	0
513	2155	2276	0	0	0
514	2156	3010	0	0	0
515	2156	2155	2265	3013	0
516	2165	2235	0	0	0
517	2157	2157	2334	0	0
518	2319	2318	2157	2210	0
519	2158	2309	0	0	0
520	2204	2166	2167	2168	2169
521	2307	2333	2189	0	0
522	2305	2306	2307	2175	2187
523	2159	2327	2311	2189	2187
524	2349	2176	2210	2188	0
525	3010	2218	2265	2331	0
526	2169	2167	2168	2166	2350
527	2152	2285	0	0	0
528	2152	2273	2274	0	0
529	2165	2333	2215	0	0
530	2152	2160	3000	0	0
531	1010	2218	2189	0	0
532	2168	2156	0	0	0
533	2169	2303	2156	0	0
534	3000	0	0	0	0
535	2154	3004	0	0	0
536	2155	3004	0	0	0
537	2156	3004	0	0	0
538	2157	3004	0	0	0
539	2155	3013	0	0	0
540	2158	2156	2336	0	0
541	2159	2157	0	0	0
542	2334	2334	3000	2346	0
543	2156	2323	0	0	0
544	2155	1877	0	0	0
545	2155	2331	0	0	0
546	2155	2261	0	0	0
547	2157	3013	0	0	0
548	2329	3000	0	0	0
549	2262	3000	0	0	0
550	3000	3014	0	0	0
551	2155	2161	0	0	0
552	2155	2160	0	0	0
553	2155	2162	0	0	0
554	2155	2164	0	0	0
555	2155	2163	0	0	0
556	2155	3010	0	0	0
557	2158	2165	0	0	0
558	2157	2161	0	0	0
559	2157	2160	0	0	0
560	2157	2162	0	0	0
561	2157	2164	0	0	0
562	2157	2163	0	0	0
563	2158	2175	2189	2165	0
564	2178	2158	0	0	0
565	2158	2181	0	0	0
566	2158	2184	0	0	0
567	2158	2185	0	0	0
568	2158	2182	0	0	0
569	2155	168	0	0	0
570	2155	0	0	0	0
571	1338	2156	2183	0	0
572	1338	2156	2181	0	0
573	1338	2156	2184	0	0
574	1338	2156	2185	0	0
575	1338	2156	2182	0	0
576	1338	2183	0	0	0
577	2160	2163	3000	0	0
578	2176	2282	3006	0	0
579	3004	0	0	0	0
580	2280	0	0	0	0
581	2280	2281	0	0	0
582	2152	3008	0	0	0
583	2156	2162	2265	0	0
584	2165	2163	3000	0	0
585	3004	3006	0	0	0
586	2157	2165	0	0	0
587	2155	2329	0	0	0
588	2324	2329	3006	0	0
589	2214	2336	3008	3013	0
590	3004	3007	0	0	0
591	1309	2219	2300	3000	0
592	2318	2319	3004	0	0
593	2220	2220	2220	2220	0
594	2252	2245	2251	2253	2220
595	2257	2187	2189	0	0
596	2195	2187	2189	0	0
597	2159	2350	2349	0	0
598	2159	2309	2321	0	0
599	2159	2328	2272	0	0
600	2334	2176	2189	0	0
601	2179	2161	2161	0	0
602	191	3004	3006	0	0
603	2180	2161	2161	0	0
604	2161	2161	0	0	0
605	192	3004	3006	0	0
606	3006	3006	0	0	0
607	190	3004	3006	0	0
608	3004	3006	0	0	0
609	186	3004	0	0	0
610	186	3004	3006	0	0
611	189	3004	3006	0	0
612	3005	0	0	0	0
613	29	0	0	0	0
614	188	3004	3006	0	0
615	2155	0	0	0	0
616	9	0	0	0	0
617	187	3004	3006	0	0
618	194	3004	3006	0	0
619	1120	1104	1117	1122	0
620	2336	2156	0	0	0
621	2305	193	3004	3006	0
622	2159	2187	2304	2178	2189
623	2349	2176	2278	2188	0
624	2327	2311	2312	2349	3015
625	3005	0	0	0	0
626	2274	3004	0	0	0
627	2332	3004	3006	0	0
628	2199	3000	0	0	0
629	2155	3007	0	0	0
630	2155	2152	2276	0	0
631	2156	2156	3007	0	0
632	2227	2188	3010	0	0
633	2228	2157	2156	3004	0
634	2318	2341	3004	3006	0
635	2158	2315	2188	3015	3006
636	2278	2303	2307	2170	3006
637	2300	2242	2242	2152	2152
638	2159	2304	2213	3006	0
639	2311	2187	2272	3006	3015
640	2216	2242	2341	0	0
641	3004	0	0	0	0
642	3004	3005	0	0	0
643	2221	2221	2223	0	0
644	2154	3001	0	0	0
645	2155	3006	0	0	0
646	2155	2276	2263	0	0
647	2156	3005	3004	0	0
648	2205	2184	2162	3004	3006
649	2235	2165	0	0	0
650	2157	2157	2334	3004	0
651	2158	3009	3006	0	0
652	2278	2315	2329	0	0
653	2190	2252	2252	3006	0
654	2336	2329	2170	3008	0
655	2303	2307	2309	2266	3006
656	2158	2158	2158	2242	2300
657	2218	2189	2189	3004	3006
658	2159	2282	2308	2187	2178
659	2327	2311	2312	2349	2189
660	2349	2176	2159	2333	0
661	2323	3004	0	0	0
